fcltynm,mt10id,mt13cnt,fcltychartr,sidonm,gugunnm,opende
소극장 푸른가시,FC002509,1,민간(대학로 외),울산,중구,2013
소극장 품,FC000887,1,민간(대학로 외),울산,중구,2008
소극장 플랫폼74,FC002677,1,민간(대학로),서울,종로구,2020
소극장 함세상,FC001327,1,민간(대학로 외),대구,남구,2015
소극장 혜화당 (구. 까망소극장),FC001085,1,민간(대학로),서울,종로구,1993
소금산그랜드밸리(간현관광지),FC003101,1,기타(비공연장),강원,원주시,
소나무예술극장,FC001130,1,민간(대학로 외),경기,광명시,1997
소년이발사,FC004227,2,기타(비공연장),서울,용산구,
소다 미술관,FC004592,1,기타(비공연장),경기,화성시,
소다아트홀,FC003921,1,민간(대학로 외),경기,김포시,
소담아트홀,FC003006,1,민간(대학로 외),대구,수성구,
소디스 펍,FC002795,1,기타(비공연장),서울,관악구,
소래포구전통어시장,FC003424,1,기타(비공연장),인천,남동구,
소리들 [대전],FC004508,1,기타(비공연장),대전,중구,
소리아트홀 (폐관),FC000190,3,민간(대학로),서울,종로구,2010
소명아트홀 (구.메가폴리스아트홀),FC001106,1,민간(대학로 외),충북,청주시,2023
소미안 [보령],FC003822,1,기타(비공연장),충남,보령시,
소셜베뉴 라움,FC001705,3,민간(대학로 외),서울,강남구,2010
소셜클럽 아워딜라잇,FC004587,1,기타(비공연장),충북,충주시,
소슴당인,FC004047,1,민간(대학로 외),서울,마포구,
소울브릿지 [고성],FC003826,1,민간(대학로 외),강원,고성군,
소울소극장,FC001293,1,민간(대학로),서울,종로구,2009
소월아트홀 (성동문화회관),FC001131,1,공공(문예회관),서울,성동구,1989
소이산,FC002647,1,기타(비공연장),강원,철원군,
소전서림,FC003194,1,기타(비공연장),서울,강남구,
소태산홀,FC004209,1,민간(대학로 외),서울,동작구,
소향씨어터,FC001347,1,민간(대학로 외),부산,해운대구,2012
소호라운지 [서울],FC004152,1,기타(비공연장),서울,강남구,
속초문화예술회관,FC000358,2,공공(문예회관),강원,속초시,1990
속초엑스포공원,FC003297,1,민간(대학로 외),강원,속초시,
속초종합경기장,FC003966,1,공공(기타),강원,속초시,
솔가람아트홀,FC001764,1,공공(문예회관),경기,파주시,2014
솔내아트센터,FC003212,1,민간(대학로 외),경기,시흥시,2022
솔올미술관,FC003980,1,기타(비공연장),강원,강릉시,2024
솔트라운지,FC003744,1,기타(비공연장),강원,속초시,
솜리문화예술회관,FC000463,2,공공(문예회관),전북,익산시,1996
송도 건원테크노큐브,FC003987,2,민간(대학로 외),인천,연수구,
송도달빛축제공원,FC002007,1,기타(비공연장),인천,연수구,2014
송도센트럴파크호텔,FC003285,1,기타(비공연장),인천,연수구,
송도컨벤시아,FC002143,2,민간(대학로 외),인천,연수구,2008
송도케이라이브극장,FC001991,1,민간(대학로 외),인천,연수구,
송상헌의 난타 소극장,FC001427,1,민간(대학로 외),대전,대덕구,2015
송스아트홀,FC004059,1,민간(대학로 외),경기,용인시,
송죽씨어터,FC000297,1,민간(대학로 외),대구,중구,2009
송파구민회관,FC002510,1,공공(기타),서울,송파구,1994
송파문화원,FC001492,1,공공(기타),서울,송파구,1994
송파브이아트홀,FC002357,1,민간(대학로 외),서울,송파구,
송파어린이문화회관,FC003364,1,공공(기타),서울,송파구,2010
송파여성문화회관,FC000822,1,공공(기타),서울,송파구,2001
송해아트홀,FC003855,1,민간(대학로 외),서울,구로구,2024
쇼모스 스튜디오,FC004890,1,기타(비공연장),서울,영등포구,
쇼킹 케이팝 센터 (ShowKing K-POP Center),FC004069,3,민간(대학로 외),서울,마포구,
숏서킷,FC002913,1,민간(대학로 외),서울,용산구,
숏컷 로스터스,FC003321,1,기타(비공연장),경기,고양시,
수봉공원 인공폭포,FC002822,1,민간(대학로 외),인천,미추홀구,
수상한 책방 한스,FC003440,1,민간(대학로 외),경기,용인시,
수상한거리 2호점,FC004053,1,민간(대학로 외),서울,마포구,
수상한거리 워십센터,FC002728,1,민간(대학로 외),서울,마포구,
수상한창고,FC003365,1,민간(대학로 외),서울,금천구,2021
수서청소년수련관,FC001372,1,공공(기타),서울,강남구,1994
수성못 상화동산,FC004915,1,공공(기타),대구,수성구,
수성아트피아,FC000204,3,공공(문예회관),대구,수성구,2007
수아트홀,FC001749,1,민간(대학로 외),부산,해운대구,2013
수영로교회,FC003200,1,기타(비공연장),부산,해운대구,
수완문화체육센터,FC003091,1,공공(기타),광주,광산구,2021
수원SK아트리움,FC001438,2,공공(문예회관),경기,수원시,2014
수원대학교,FC003964,1,민간(대학로 외),경기,화성시,1977
수원대학교 벨칸토아트센터,FC002572,2,민간(대학로 외),경기,화성시,2006
수원대학교 음악대학,FC003606,1,민간(대학로 외),경기,화성시,
수원문화원 (빛누리아트홀),FC004065,1,민간(대학로 외),경기,수원시,
수원사,FC002673,1,기타(비공연장),경기,수원시,1920
수원시민회관,FC000895,1,공공(문예회관),경기,수원시,1962
수원월드컵경기장,FC001750,2,기타(비공연장),경기,수원시,2006
수원전통문화관 예절교육관,FC002796,1,기타(비공연장),경기,수원시,
수원제1야외음악당,FC000648,1,공공(기타),경기,수원시,1995
수원제2야외음악당,FC000647,1,공공(기타),경기,수원시,2004
수원종합운동장,FC001917,1,공공(기타),경기,수원시,1984
수원청소년문화센터,FC000550,2,공공(기타),경기,수원시,2000
수원컨벤션센터,FC002339,1,공공(기타),경기,수원시,2019
수원화성행궁,FC001704,2,공공(기타),경기,수원시,1997
수유문화공간 옐로우바스켓,FC002511,1,민간(대학로 외),서울,강북구,2017
수유연극실험실,FC003525,1,민간(대학로 외),서울,강북구,
수정청소년수련관,FC000136,1,공공(기타),경기,성남시,1994
숙명여자대학교 르네상스플라자 (폐관),FC001495,1,민간(대학로 외),서울,용산구,1995
순위아트홀(구. 네오아트홀) [강남],FC001251,1,민간(대학로 외),서울,서초구,2013
순위아트홀1관 [대학로],FC001228,1,민간(대학로),서울,종로구,2014
순창향토회관,FC000457,1,공공(문예회관),전북,순창군,1997
순천 로얄호텔웨딩홀,FC003281,1,기타(비공연장),전남,순천시,
순천만국가정원,FC002247,1,기타(비공연장),전남,순천시,2013
순천만생태문화교육원,FC002915,1,기타(비공연장),전남,순천시,
순천문화예술회관,FC000493,2,공공(문예회관),전남,순천시,1993
순천시 문화건강센터,FC002313,1,공공(기타),전남,순천시,2011
순천제일대학교,FC004000,1,기타(비공연장),전남,순천시,
순화동천,FC003025,1,민간(대학로 외),서울,중구,
숨 아트리움,FC003238,1,민간(대학로 외),서울,광진구,
숭실대학교 한경직기념관,FC002299,1,민간(대학로 외),서울,동작구,1997
숭의과학기술고등학교,FC002285,1,기타(비공연장),광주,남구,1959
숭의교회,FC003311,1,기타(비공연장),인천,미추홀구,
숭의여자대학교,FC004366,1,민간(대학로 외),서울,중구,1979
숲세권 라이브,FC003092,1,기타(비공연장),서울,영등포구,
쉐라톤 그랜드 인천 호텔,FC003859,6,기타(비공연장),인천,연수구,
쉐라톤 호텔 [팔래스 강남],FC001956,1,기타(비공연장),서울,서초구,1982
쉐이프(Shape Seoul),FC004754,1,기타(비공연장),서울,용산구,
쉘터 & 페이퍼 (SHELTER & PAPER),FC003973,2,민간(대학로 외),서울,용산구,
슈페리어 갤러리,FC004112,1,기타(비공연장),서울,강남구,
슈피겐홀,FC002005,1,민간(대학로 외),서울,강남구,2018
슈필렌하우스 & 슈필렌아트홀,FC003471,1,민간(대학로 외),서울,서초구,
스마트시티 홀,FC003478,1,민간(대학로 외),대구,수성구,
스와뉴 스튜디오,FC003233,1,민간(대학로 외),서울,마포구,
스위스그랜드호텔,FC001821,3,기타(비공연장),서울,서대문구,1988
스윙,FC004485,1,민간(대학로 외),서울,서대문구,
스윙홀,FC004055,1,민간(대학로 외),서울,마포구,
스카이(SKY)공연홀,FC001771,1,민간(대학로 외),경기,의정부시,2012
스카이아트홀,FC003373,1,민간(대학로 외),서울,강서구,2022
스케치홀 (구.소극장 선물 1관),FC003462,2,민간(대학로),서울,종로구,
스콘뮤직홀,FC002366,1,민간(대학로),서울,종로구,
스퀘어 원,FC001241,1,민간(대학로 외),인천,연수구,2012
스타스퀘어,FC004411,1,기타(비공연장),서울,마포구,
스타스테이지,FC003274,1,민간(대학로),서울,종로구,2022
스타인웨이 갤러리 서울,FC002848,1,기타(비공연장),서울,서초구,
스타카페 라부에노,FC002053,1,기타(비공연장),서울,마포구,2018
스테레오북스,FC003114,1,기타(비공연장),부산,동래구,
스테이션 사람,FC004706,1,기타(비공연장),서울,은평구,
스테이지엠 (STAGE M) (구.프란츠홀),FC002936,1,민간(대학로 외),대구,남구,
스튜디오 QDA(구. 춤공장),FC001425,1,민간(대학로 외),서울,영등포구,2013
스튜디오 그린,FC004331,1,민간(대학로 외),서울,강남구,
스튜디오 까에,FC002393,1,민간(대학로 외),서울,마포구,
스튜디오 낙원,FC003255,1,민간(대학로 외),서울,종로구,
스튜디오 다락,FC003031,1,민간(대학로 외),서울,종로구,
스튜디오 디아르떼 (Studio d’arte),FC004352,1,민간(대학로 외),서울,성동구,
스튜디오 리움,FC003127,1,민간(대학로 외),서울,서대문구,
스튜디오 모음,FC004278,1,기타(비공연장),서울,용산구,
스튜디오 바이탈 바이브,FC003428,2,민간(대학로 외),서울,강남구,
스튜디오 반사,FC002389,1,기타(비공연장),서울,마포구,
스튜디오 별감,FC003620,1,민간(대학로 외),서울,마포구,2023
스튜디오 블루,FC002989,1,민간(대학로),서울,종로구,
스튜디오 산보,FC004424,1,기타(비공연장),서울,용산구,
스튜디오 아르카나,FC004180,1,민간(대학로 외),서울,동작구,
스튜디오 아트모스,FC002817,1,기타(비공연장),서울,서초구,
스튜디오 에픽,FC002435,1,기타(비공연장),서울,마포구,
스튜디오 엔텐바흐(Studio ENTENBACH),FC004928,1,민간(대학로 외),서울,마포구,
스튜디오 엠 (Studio M),FC004041,1,민간(대학로 외),충남,천안시,
스튜디오 일상,FC003378,1,민간(대학로 외),서울,성북구,
스튜디오 하늘,FC003030,1,민간(대학로 외),서울,종로구,
스튜디오708,FC003957,1,민간(대학로 외),서울,서초구,
스튜디오D,FC004752,1,민간(대학로 외),서울,도봉구,
스튜디오SK,FC001537,1,민간(대학로),서울,종로구,2013
스튜디오로그,FC002267,1,민간(대학로 외),서울,서대문구,
스트라디움 스튜디오,FC001568,1,민간(대학로 외),서울,용산구,2015
스트레인지 프룻,FC002278,1,기타(비공연장),서울,마포구,
스트림 도미넌트 홀,FC003246,1,민간(대학로 외),대구,수성구,
스파더스페이스,FC003783,1,민간(대학로 외),경남,창원시,
스파찌오 루체,FC004718,1,민간(대학로 외),서울,용산구,
스페이스 36.5,FC002041,1,민간(대학로 외),서울,영등포구,2017
스페이스 DO,FC003095,1,민간(대학로 외),서울,중구,
스페이스 G.I,FC002943,1,민간(대학로 외),서울,강남구,
스페이스 거북이,FC003925,1,기타(비공연장),서울,강동구,
스페이스 고도,FC004302,1,민간(대학로 외),부산,중구,
스페이스 나인,FC002434,1,기타(비공연장),서울,영등포구,2015
스페이스 리아 (SPACE RIA),FC004102,1,기타(비공연장),인천,서구,
스페이스 리앙,FC003336,1,민간(대학로 외),경기,성남시,
스페이스 모순,FC004786,1,기타(비공연장),서울,용산구,
스페이스 미조,FC002978,1,민간(대학로 외),경남,남해군,
스페이스 바이 파소(Space by Paso),FC004546,1,기타(비공연장),서울,종로구,
스페이스 별일,FC004121,1,민간(대학로 외),부산,부산진구,
스페이스 씨 (코리아나미술관),FC004203,1,기타(비공연장),서울,강남구,
스페이스 아이,FC001576,1,민간(대학로),서울,종로구,2014
스페이스 아텔 (space Artel),FC004061,1,민간(대학로 외),서울,성북구,
스페이스 엄 (SPACE UM),FC004300,1,기타(비공연장),서울,서초구,
스페이스 움,FC003480,3,기타(비공연장),부산,동래구,2011
스페이스 원지,FC004194,1,기타(비공연장),부산,영도구,
스페이스 청,FC002171,1,민간(대학로 외),서울,마포구,
스페이스8,FC003047,1,민간(대학로 외),경기,부천시,
스페이스T (SPACE T)(경계없는예술센터),FC003267,1,민간(대학로 외),서울,영등포구,
스페이스노들케이,FC004925,1,민간(대학로 외),서울,동작구,
스페이스바움,FC001450,1,민간(대학로 외),서울,강남구,2013
스페이스브릭 (SPACE BRICK),FC002813,1,민간(대학로 외),서울,마포구,
스페이스코르,FC002659,1,기타(비공연장),서울,종로구,
스페이스클라우드,FC003519,1,민간(대학로 외),서울,종로구,2013
스페이스한강,FC003254,1,민간(대학로 외),서울,마포구,
스폿라이트,FC004537,1,민간(대학로),서울,종로구,
스프링사운즈,FC004079,1,기타(비공연장),경기,용인시,
스피닝울프 성수,FC002640,1,기타(비공연장),서울,성동구,
슬로우댄스 [고성],FC004388,1,기타(비공연장),강원,고성군,
슬로우시티,FC001633,1,민간(대학로 외),서울,서초구,
슬로우파크,FC002587,1,기타(비공연장),서울,종로구,
시네코아 사춤 전용관 (폐관),FC001254,1,민간(대학로 외),서울,종로구,2015
시네코아 쉐프 전용관(구. 시네코아 비밥 전용관),FC000383,1,민간(대학로 외),서울,종로구,2006
시대여관,FC002701,1,기타(비공연장),서울,종로구,
시립마포청소년센터,FC002601,1,공공(기타),서울,마포구,2008
시윤아트홀,FC004075,1,민간(대학로),서울,종로구,
시은소교회,FC004160,1,기타(비공연장),경기,수원시,
시인보호구역,FC003165,1,민간(대학로 외),대구,수성구,
시작공간 일부,FC004139,1,민간(대학로 외),인천,중구,
시크릿가든 D.Re.S,FC003687,1,민간(대학로 외),대전,유성구,
시흥 웨이브파크,FC004021,1,기타(비공연장),경기,시흥시,
시흥ABC행복학습센터,FC001855,2,공공(기타),경기,시흥시,2014
시흥시 여성비전센터,FC000149,1,공공(기타),경기,시흥시,2003
시흥시청 늠내홀,FC002348,1,공공(기타),경기,시흥시,
시흥시청소년수련관,FC002512,1,공공(기타),경기,시흥시,2007
시흥시평생학습센터,FC000897,1,공공(기타),경기,시흥시,1995
식스티세컨즈 라운지,FC002325,1,기타(비공연장),서울,용산구,
신도림 테크노마트,FC003276,1,기타(비공연장),서울,구로구,
신도시,FC004124,1,기타(비공연장),서울,중구,
신라대학교,FC003131,1,기타(비공연장),부산,사상구,1954
신라대학교 예음관 소극장,FC001488,1,민간(대학로 외),부산,사상구,1994
신라밀레니엄파크 (폐관),FC000914,3,민간(대학로 외),경북,경주시,2007
신라불교초전지,FC003816,1,기타(비공연장),경북,구미시,
신림중앙시장,FC003403,1,기타(비공연장),서울,관악구,
신명나눔 공간 마루채,FC001458,1,민간(대학로),서울,종로구,2003
신불당아트센터,FC003495,1,민간(대학로 외),충남,천안시,
신세계 문화홀 8층 [대구],FC001613,1,민간(대학로 외),대구,동구,2016
신세계 문화홀 [경기],FC002376,1,민간(대학로 외),경기,용인시,
신세계 문화홀 [센텀시티],FC000275,2,민간(대학로 외),부산,해운대구,2009
신세계 문화홀 [의정부],FC002374,1,민간(대학로 외),경기,의정부시,
신세계 문화홀 [충청],FC001876,1,민간(대학로 외),충남,천안시,
신세계 스튜디오,FC004726,1,기타(비공연장),서울,성북구,
신세계 영랑호 리조트 [속초],FC001317,1,기타(비공연장),강원,속초시,1996
신세계남산,FC003625,1,민간(대학로 외),서울,중구,
신세계백화점 본점,FC003920,1,민간(대학로 외),서울,중구,
신안산대학교,FC004292,1,민간(대학로 외),경기,안산시,
신어아트센터 [김해],FC004865,1,민간(대학로 외),경남,김해시,
신영체임버홀,FC001868,1,민간(대학로 외),서울,영등포구,2018
신재효판소리공원,FC003429,1,공공(기타),전북,고창군,
신정호 야외음악당,FC001751,1,공공(기타),충남,아산시,2007
신정호그래비티,FC004200,1,민간(대학로 외),충남,아산시,
신촌 더 스테이지 (폐관),FC000097,1,민간(대학로 외),서울,서대문구,2009
신촌 파랑고래,FC002279,1,민간(대학로 외),서울,서대문구,2019
신촌극장,FC001706,1,민간(대학로 외),서울,서대문구,2017
신촌문화발전소,FC001854,1,공공(기타),서울,서대문구,2018
신촌아트레온,FC000210,2,기타(비공연장),서울,서대문구,2012
신탄진도서관,FC003942,1,공공(기타),대전,대덕구,
신포아트홀,FC003425,1,민간(대학로 외),인천,중구,2022
신한대학교 벧엘관,FC001299,1,민간(대학로 외),경기,의정부시,2005
신한뮤직,FC003492,1,민간(대학로 외),서울,강남구,
신한아트홀,FC001445,1,민간(대학로 외),서울,강남구,2004
실험무대702,FC003832,1,민간(대학로 외),서울,서대문구,
심심(XIMXIM),FC004831,1,기타(비공연장),서울,성동구,
심지뮤직홀,FC002207,1,민간(대학로 외),인천,중구,
십대의벗 교육관,FC002658,1,기타(비공연장),부산,금정구,
쌀롱드무지끄,FC002062,1,민간(대학로 외),서울,종로구,2019
쌍벽루아트홀,FC002372,1,공공(기타),경남,양산시,2019
쌍용아파트,FC004040,1,기타(비공연장),서울,동대문구,
써드베란다,FC004547,1,민간(대학로),서울,종로구,
써밋뷰카페,FC003722,1,기타(비공연장),세종,세종특별자치시,
썬더그라운드,FC003431,1,민간(대학로 외),전남,순천시,
썬프라자 아트홀 (폐관),FC000340,1,민간(대학로 외),서울,영등포구,1996
썸컴퍼니앤 광태소극장,FC003199,1,민간(대학로 외),서울,관악구,
쎄서미 뮤지엄,FC003513,1,민간(대학로 외),인천,연수구,2022
쏘울브릿지,FC002312,1,민간(대학로 외),대전,중구,
씨네인디유,FC002653,1,기타(비공연장),대전,중구,
씨네큐브 광화문,FC004023,2,기타(비공연장),서울,종로구,
씨드콘서트홀(SEED CONCERT HALL),FC004415,1,민간(대학로 외),경기,수원시,
씨드큐브 창동,FC003665,1,민간(대학로 외),서울,도봉구,2023
씨디아트홀,FC001282,1,민간(대학로 외),광주,북구,2005
씨마크호텔 [강릉],FC002067,2,기타(비공연장),강원,강릉시,2015
씨스퀘어(C-SQUARE),FC004134,1,민간(대학로 외),서울,강남구,
씨어터 벙커,FC004240,1,민간(대학로),서울,종로구,
씨어터 송,FC001283,1,민간(대학로 외),서울,서초구,2012
씨어터 제이,FC000906,1,민간(대학로 외),충북,청주시,2005
씨어터 쿰,FC002588,1,민간(대학로),서울,종로구,
씨어터연바람,FC001305,1,민간(대학로 외),광주,동구,2014
씨어터조이 (구. 마당세실극장),FC000419,1,민간(대학로),서울,종로구,1997
씩씩 뮤직바,FC003853,1,민간(대학로 외),서울,성동구,
아가파오미니스트리,FC002952,1,기타(비공연장),서울,강남구,
아그네스 파크(agnes park),FC003887,1,민간(대학로 외),경남,거제시,
아난티 힐튼 호텔 [부산],FC002903,1,기타(비공연장),부산,기장군,
아늑호텔 인천구월점,FC004663,1,기타(비공연장),인천,남동구,
아도니스 호텔 [포천],FC004621,1,기타(비공연장),경기,포천시,
아드원 [완주],FC003709,1,기타(비공연장),전북,전주시,
아띠홀,FC001927,1,민간(대학로 외),인천,서구,2017
아라김포여객터미널,FC004507,1,기타(비공연장),경기,김포시,
아라떼 소극장,FC002513,1,민간(대학로 외),경북,포항시,2014
아라리오뮤지엄,FC001622,1,민간(대학로 외),서울,종로구,2015
아라비안나이트,FC004694,1,기타(비공연장),인천,계양구,
아라아트홀,FC003839,1,민간(대학로),서울,종로구,
아람북스 본사 [경기 광주],FC004620,1,기타(비공연장),경기,광주시,
아로아로홀,FC003857,1,민간(대학로 외),서울,마포구,
"아루또소극장 (구. 소담소극장, 구. 코메디컬센터)",FC001379,1,민간(대학로),서울,종로구,2017
아르디ys아트홀,FC002973,1,민간(대학로 외),경남,양산시,
아르떼 스튜디오,FC004795,1,민간(대학로 외),서울,성동구,
아르떼홀,FC001478,1,민간(대학로 외),서울,마포구,2013
아르세 카페 [통영],FC004189,1,기타(비공연장),경남,통영시,
아르숲 생활문화센터,FC003873,1,민간(대학로 외),강원,춘천시,2018
아르스노바 [창원],FC004599,1,민간(대학로 외),경남,창원시,
아르코 꿈밭극장,FC004422,3,국립,서울,종로구,2024
아르코공연 연습센터@화성,FC004095,1,민간(대학로 외),경기,화성시,
아르코예술극장,FC002632,5,국립,서울,종로구,1981
아름다운극장,FC001092,1,민간(대학로),서울,종로구,2008
아름드리아트센터,FC003684,1,민간(대학로 외),충남,천안시,
아리수아트홀,FC000324,1,민간(대학로 외),서울,영등포구,2011
아리아 [서울 동대문],FC004337,1,기타(비공연장),서울,동대문구,
아리울 예술창고 (새만금상설공연장) (폐관),FC001252,1,공공(기타),전북,김제시,2011
아만티호텔,FC002907,1,기타(비공연장),서울,마포구,2016
아부다비 에티하드 아레나,FC004791,1,기타(해외등),,,
아산문화재단,FC003272,1,공공(기타),충남,아산시,
아산시 보건소,FC001374,1,공공(기타),충남,아산시,2010
아산시 평생학습관(아산아트홀),FC000908,2,공공(문예회관),충남,아산시,1992
아산시민문화복지센터,FC000687,1,공공(기타),충남,아산시,2009
아산시청 시민홀,FC000688,1,공공(기타),충남,아산시,2009
아산시청소년교육문화센터,FC001752,1,공공(기타),충남,아산시,2010
아세안문화원,FC002959,1,민간(대학로 외),부산,해운대구,
아스가르드 씨어터 (구. 낙산씨어터),FC002932,1,민간(대학로),서울,종로구,
아스트라홀,FC004646,1,민간(대학로 외),서울,마포구,
아시아 레이크사이드 호텔 (Asia Lakeside Hotel),FC003667,4,기타(비공연장),경남,진주시,
아시아공원,FC002516,1,공공(기타),서울,송파구,1986
아시아출판문화정보센터,FC003573,1,민간(대학로 외),경기,파주시,2003
아시티스,FC003880,1,민간(대학로 외),서울,관악구,
아신극장,FC001134,2,민간(대학로 외),대전,중구,2013
아양아트센터,FC001169,3,공공(문예회관),대구,동구,2004
아우라 라이브카페,FC003256,1,민간(대학로 외),서울,강서구,
아울로스 아트홀 (폐관),FC001344,1,민간(대학로 외),서울,동작구,2013
아웃스탠딩커피 스테이지,FC003848,1,기타(비공연장),대구,중구,
아이다호,FC003831,1,민간(대학로 외),서울,마포구,
아이돌스토어홀,FC004050,1,민간(대학로 외),서울,마포구,
아이디어스 크래프트하우스,FC002301,1,기타(비공연장),서울,마포구,
아이러브아트홀,FC001820,1,민간(대학로 외),서울,강남구,2018
아이빅 아트센터,FC002954,1,민간(대학로 외),대전,서구,2021
아이파크몰 용산점,FC004615,1,기타(비공연장),서울,용산구,
아이팍 아트홀,FC003764,1,민간(대학로 외),서울,서초구,
아이해브어드림,FC003214,1,기타(비공연장),서울,강남구,
아일랜드이너프 도산공원점,FC002859,1,기타(비공연장),서울,강남구,
아일랜드이너프 마곡점,FC002860,1,기타(비공연장),서울,강서구,
아일랜드이너프 사당점,FC002861,1,기타(비공연장),서울,관악구,
아일랜드이너프 선릉점,FC002862,1,기타(비공연장),서울,강남구,
아일랜드이너프 양재점,FC002863,1,기타(비공연장),서울,서초구,
아일랜드이너프 연남점,FC002864,1,기타(비공연장),서울,마포구,
아일랜드이너프 이태원점,FC002865,1,기타(비공연장),서울,용산구,
아지노모토 스타디움 (AJINOMOTO STADIUM),FC004381,1,기타(해외등),해외,,
아지토 라이브 홀,FC004583,1,민간(대학로 외),서울,서대문구,
아진홀,FC003473,1,민간(대학로 외),대구,수성구,
아첼렌 아트홀,FC003701,1,민간(대학로 외),경북,경산시,
아케이드서울 [문래],FC003803,1,민간(대학로 외),서울,영등포구,2023
아크로스 후쿠오카(ACROS Fukuoka) [일본 후쿠오카],FC004805,1,기타(해외등),,,
아트 1989 (ART1989),FC002774,1,민간(대학로 외),대구,중구,
아트그라운드 플래닌,FC002885,1,민간(대학로 외),대전,서구,
아트라운지멋진하늘,FC001817,1,민간(대학로 외),서울,종로구,2011
아트레볼루션 전용관,FC001881,1,민간(대학로 외),부산,수영구,2012
아트룸 블루,FC004653,1,민간(대학로 외),서울,중구,
아트리홀,FC003346,1,민간(대학로 외),충북,청주시,2022
아트벙커,FC001828,1,민간(대학로 외),대구,남구,2017
아트벙커 B39,FC002851,1,기타(비공연장),경기,부천시,
아트볼프로젝트,FC004610,1,민간(대학로 외),경기,의정부시,
아트브릿지,FC001615,1,민간(대학로 외),대전,서구,2015
아트비프로젝트,FC003202,1,기타(비공연장),서울,종로구,
아트선재센터,FC001730,1,기타(비공연장),서울,종로구,1998
아트세닉,FC001638,1,민간(대학로 외),제주,제주시,2014
아트센터 고리 (폐관),FC001774,1,민간(대학로 외),대구,중구,2015
아트센터 고마,FC003559,1,민간(대학로 외),충남,공주시,
아트센터 달,FC002409,1,민간(대학로 외),대구,수성구,2015
아트센터 림,FC004751,2,민간(대학로 외),서울,종로구,
아트센터 올리브,FC004672,1,민간(대학로 외),충북,청주시,
아트센터 인천,FC001873,2,공공(문예회관),인천,연수구,2018
아트센터소극장 (시네라마 아트센터),FC001949,1,민간(대학로 외),충남,천안시,2009
아트소향 갤러리,FC003968,1,기타(비공연장),부산,해운대구,
아트스페이스 다스름,FC004024,1,민간(대학로 외),경기,여주시,
아트스페이스 루모스,FC003358,1,민간(대학로 외),대구,남구,
아트스페이스 서돌,FC002356,1,민간(대학로 외),경기,성남시,
아트스페이스 흥학관,FC004273,1,민간(대학로 외),광주,동구,
아트스페이스3,FC003860,1,기타(비공연장),서울,종로구,
아트스페이스유,FC004633,1,민간(대학로 외),경기,하남시,
아트지트 코미디 클럽 [폐관],FC003567,1,민간(대학로 외),서울,강남구,
아트코리아랩,FC004225,4,공공(기타),서울,종로구,
아트타워,FC004457,1,기타(비공연장),서울,강남구,
아트투데이,FC004122,1,민간(대학로 외),인천,남동구,
아트팩토리 봄,FC002814,1,민간(대학로 외),강원,춘천시,2021
아트팩토리 청춘,FC000223,1,민간(대학로 외),대구,중구,2012
아트포레스트 아트홀,FC001603,2,민간(대학로),서울,종로구,2016
아트플러스씨어터,FC000298,2,민간(대학로 외),대구,중구,2011
아트하우스,FC003224,1,민간(대학로),서울,종로구,
아트홀 마당,FC003387,1,민간(대학로 외),울산,중구,
아트홀 봄,FC001473,1,공공(기타),서울,동작구,2002
아트홀-G,FC002518,1,민간(대학로 외),충남,천안시,2016
아트홀제이,FC001808,1,민간(대학로 외),서울,송파구,2016
아틀리에 스톰프,FC002816,1,민간(대학로 외),서울,강남구,
아틀리에홀,FC004202,1,민간(대학로 외),서울,마포구,
아티컬,FC003247,1,기타(비공연장),부산,해운대구,
아틱아트홀,FC003993,1,민간(대학로 외),경기,용인시,
아프리카 콜로세움,FC003204,1,민간(대학로 외),서울,마포구,
아프리카TV 프릭업 스튜디오,FC003291,1,민간(대학로 외),서울,강남구,
아하아트홀,FC001312,1,민간(대학로 외),전북,전주시,2011
아회아트홀,FC000857,1,민간(대학로 외),대구,중구,2005
안강문화회관,FC000869,1,공공(기타),경북,경주시,1992
안단테음악학원,FC004806,1,기타(비공연장),충북,청주시,
안데르센극장,FC001610,1,민간(대학로 외),부산,기장군,2015
안동 문화관광단지,FC002842,1,기타(비공연장),경북,안동시,
안동 탈춤공원,FC002230,1,공공(기타),경북,안동시,2004
안동 하회마을,FC004581,1,기타(비공연장),경북,안동시,
안동댐 월영교 일원 개목나루,FC001437,1,공공(기타),경북,안동시,2014
안동문화예술의전당,FC000537,4,공공(문예회관),경북,안동시,2010
안동시청 대동관(구. 안동시민회관),FC000871,2,공공(기타),경북,안동시,1993
안동실내체육관,FC002146,1,공공(기타),경북,안동시,2002
안동유교랜드 원형극장,FC001554,1,공공(기타),경북,안동시,2013
안똔체홉극장,FC001137,2,민간(대학로),서울,종로구,2007
안산공원 천막극장 [김천],FC002070,1,공공(기타),경북,김천시,
안산대학교,FC004574,1,민간(대학로 외),경기,안산시,
안산문화예술의전당,FC000018,4,공공(문예회관),경기,안산시,2004
안산빛나교회,FC003840,1,기타(비공연장),경기,안산시,
안산상공회의소,FC004810,1,기타(비공연장),경기,안산시,
안산상록수체육관,FC002147,1,공공(기타),경기,안산시,2013
안산시 단원구 인현중앙길 일대,FC004487,1,기타(비공연장),경기,안산시,
안산올림픽기념관,FC001294,2,공공(기타),경기,안산시,1992
안성남사당공연장,FC000581,2,공공(기타),경기,안성시,2010
