perf_id,title,genre,venue_name,perf_start_date,perf_end_date,total_ticket_sales_qty,verified_video_count
PF279780,대구시립국악단 송년음악회: 여명 [대구],한국음악(국악),대구문화예술회관 팔공홀,2025-12-23,2025-12-23,502,1
PF276768,"무장애문화향유, 살롱 드 배리어프리 [인천]",서양음악(클래식),청라복합문화센터 블루노바홀 공연장,2025-11-05,2025-11-05,502,0
PF277608,제182회 춘천시립교향악단 정기연주회 [춘천],서양음악(클래식),춘천문화예술회관 공연장,2025-12-05,2025-12-05,502,1
PF273284,"과천시립교향악단 콘서트시리즈 4, Italy and 플루트 & 하프로 그리는 가을",서양음악(클래식),과천시민회관 대극장,2025-10-01,2025-10-01,501,0
PF245644,"수원시립교향악단 키즈 콘서트, 플라잉심포니",서양음악(클래식),수원SK아트리움 대공연장,2024-08-14,2024-08-14,501,0
PF251104,"서울시향 퇴근길 토크 콘서트 Ⅲ: 고대 이집트, 음악으로 떠나는 시간 여행 ②",서양음악(클래식),남대문교회,2024-11-15,2024-11-15,500,0
PF261685,서울시향 퇴근길 토크 콘서트 II: 식탁 위의 클래식 ②,서양음악(클래식),남대문교회,2025-04-25,2025-04-25,500,0
PF240418,"서울시향 퇴근길 토크 콘서트 Ⅰ, 과거와 미래의 교향곡: AI의 선율 ①",서양음악(클래식),정동제일교회,2024-05-28,2024-05-28,500,0
PF260453,강아지똥 [부산],연극,해운대문화회관 해운홀,2025-04-12,2025-04-12,500,1
PF258869,"만X만한 연극 시리즈2, 록산느를 위한 발라드 [천안]",연극,천안예술의전당 소공연장,2025-05-16,2025-05-17,500,0
PF280406,제18회 공주시립합창단 정기연주회: SING CHRISTMAS,서양음악(클래식),공주문예회관 대공연장,2025-12-18,2025-12-18,499,0
PF260308,제17회 공주시립합창단 정기연주회: 봄의 왈츠 (Spring Waltz),서양음악(클래식),공주문예회관 대공연장,2025-03-27,2025-03-27,499,0
PF262280,제297회 수원시립교향악단 정기연주회 [수원],서양음악(클래식),수원SK아트리움 대공연장,2025-04-30,2025-04-30,499,1
PF284170,"제126회 춘천시립합창단 정기연주회, 봄마중: 가곡으로 맞이하는 봄의 소리",서양음악(클래식),춘천문화예술회관 공연장,2026-03-12,2026-03-12,499,1
PF276126,제92회 부산시립무용단 정기공연: 두드림-DoDream,무용(서양/한국무용),부산문화회관 대극장,2025-11-07,2025-11-08,499,0
PF246249,"제24회 SPAF, 김재훈컴퍼니: PNO",복합,대학로예술극장 대극장,2024-10-15,2024-10-16,498,0
PF235403,제235회 울산시립교향악단 정기연주회: 냉정과 열정,서양음악(클래식),울산문화예술회관 대공연장,2024-04-26,2024-04-26,498,1
PF253106,서울시향 실내악 시리즈 Ⅴ: 키트 암스트롱,서양음악(클래식),예술의전당 [서울] IBK챔버홀,2025-09-13,2025-09-13,497,0
PF237104,"과천시립교향악단 콘서트시리즈 3, 교향악축제 프리뷰 콘서트: 과천의 도약",서양음악(클래식),과천시민회관 대극장,2024-04-16,2024-04-16,497,0
PF248845,"서울시청소년국악단 프로젝트 오케스트라, EP.1 관현악: 비상",한국음악(국악),세종문화회관 세종M씨어터,2024-09-24,2024-09-24,497,0
PF245852,제206회 성남시립교향악단 정기연주회 [성남],서양음악(클래식),성남아트센터 콘서트홀,2024-08-30,2024-08-30,497,2
PF236732,4.4 독립만세운동 기념음악회: 달의 춤,복합,당진문예의전당 대공연장,2024-04-04,2024-04-04,497,1
PF250276,제81회 목포시립합창단 정기연주회,서양음악(클래식),목포문화예술회관,2024-10-31,2024-10-31,496,1
PF251837,"제16회 공주시립합창단 정기연주회, 류한필 예술감독 취임연주회",서양음악(클래식),공주문예회관 대공연장,2024-11-12,2024-11-12,496,1
PF273245,신뺑파전 [부안],연극,부안예술회관 공연장,2025-09-10,2025-09-10,496,0
PF281257,"국립심포니오케스트라, 실내악 시리즈 Ⅰ: 베버 서거 200주기 기념",서양음악(클래식),예술의전당 [서울] IBK챔버홀,2026-03-26,2026-03-26,495,1
PF242436,제38회 아산시립합창단 정기연주회,서양음악(클래식),아산시 평생학습관(아산아트홀) 아산아트홀(아산시평생학습관),2024-06-27,2024-06-27,495,2
PF275086,금천하모니축제 Week 국립합창단 초청공연,서양음악(클래식),금나래아트홀,2025-10-11,2025-10-11,493,0
PF291527,세종국악관현악단 & 김경호의 아리랑목동 [부산],복합,동래문화회관 대극장,2026-06-19,2026-06-19,493,2
PF261413,순천·목포·광양시립소년소녀합창단 초청 교류음악회: 우리들의 이야기 [순천],서양음악(클래식),순천문화예술회관 대극장,2025-04-05,2025-04-05,493,0
PF285666,국립합창단 기획공연: 폴란드 합창 음악의 향연,서양음악(클래식),예술의전당 [서울] IBK챔버홀,2026-04-17,2026-04-17,493,2
PF264927,국립심포니오케스트라와 함께하는 YOUNG & CLASSIC [김포],서양음악(클래식),김포아트홀,2025-06-15,2025-06-15,493,1
PF237150,제504회 대구시립교향악단 정기연주회: 드보르자크 인 아메리카,서양음악(클래식),대구문화예술회관 팔공홀,2024-04-25,2024-04-25,492,1
PF245124,"제167회 대전시립합창단 정기연주회, 황금빛의 비엔나",서양음악(클래식),대전예술의전당 아트홀,2024-08-29,2024-08-29,492,0
PF271578,국립발레단 부설 발레아카데미 정기공연: PLIE,무용(서양/한국무용),서울아트센터 도암홀,2025-08-23,2025-08-23,492,1
PF277091,"제11회 바로크음악제, 국립민속국악원, 지지지 [대전]",한국음악(국악),대전시립연정국악원 큰마당,2025-11-15,2025-11-15,491,0
PF291624,이상한 나라의 숨바꼭질 [천안],뮤지컬,천안어린이꿈누리터 (구. 천안시 어린이 회관) 꿈누리대공연장,2026-05-30,2026-05-31,490,0
PF257980,제209회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2025-02-20,2025-02-20,490,0
PF272362,제299회 수원시립교향악단 정기연주회,서양음악(클래식),수원SK아트리움 대공연장,2025-09-18,2025-09-18,490,0
PF272748,제216회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2025-09-23,2025-09-23,488,0
PF278891,제53회 파주시립예술단 정기공연: 가거라 삼팔선,뮤지컬,문산행복센터 대공연장,2025-11-27,2025-11-29,488,0
PF235230,"제204회 포항시립교향악단 정기연주회, 전원속의 브람스",서양음악(클래식),포항문화예술회관 대공연장,2024-02-29,2024-02-29,488,0
PF281834,"서울시발레단, 오하드 나하린: 데카당스 [김포]",무용(서양/한국무용),김포아트홀,2026-01-17,2026-01-17,488,1
PF254991,기억의 파편 [인천],무용(서양/한국무용),남동소래아트홀 소래극장 (대공연장) ,2024-12-27,2024-12-27,487,1
PF263255,짐: 계급사회 [부안],무용(서양/한국무용),부안예술회관 공연장,2025-04-25,2025-04-25,487,1
PF259485,제4회 대전아트필하모닉오케스트라 정기연주회: 새로운 봄,서양음악(클래식),대전예술의전당 아트홀,2025-03-13,2025-03-13,487,0
PF284013,산초와 돈키호테 [대전],연극,대전예술의전당 앙상블홀,2026-06-04,2026-06-05,487,2
PF270307,제215회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2025-08-28,2025-08-28,486,0
PF266095,제213회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2025-06-26,2025-06-26,486,0
PF263922,"제5회 천안어린이꿈누리터 어린이날 기획행사, 스페이스 매직쇼",복합,천안어린이꿈누리터 (구. 천안시 어린이 회관) 꿈누리대공연장,2025-05-05,2025-05-05,486,0
PF267136,제214회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2025-07-10,2025-07-10,486,0
PF281718,제183회 춘천시립교향악단 정기연주회,서양음악(클래식),춘천문화예술회관 공연장,2026-01-23,2026-01-23,485,0
PF253412,제44회 목포시립무용단 정기공연,무용(서양/한국무용),목포시민문화체육센터 대공연장,2024-11-21,2024-11-21,484,1
PF288280,제220회 성남시립교향악단 정기연주회 [성남],서양음악(클래식),성남아트센터 콘서트홀,2026-04-23,2026-04-23,484,0
PF286124,제219회 성남시립교향악단 정기연주회 [성남],서양음악(클래식),성남아트센터 콘서트홀,2026-03-26,2026-03-26,484,0
PF246023,허튼소리 [보성],한국음악(국악),보성군문화예술회관,2024-08-22,2024-08-22,483,0
PF262813,제30회 춘천시립청소년교향악단 정기연주회: 공연번호 30,서양음악(클래식),춘천문화예술회관 공연장,2025-05-10,2025-05-10,483,0
PF262652,가장무도 [포항],한국음악(국악),포항문화예술회관 대공연장,2025-05-10,2025-05-10,482,2
PF293161,잠자는 숲속의 미녀 [금산],무용(서양/한국무용),금산다락원 생명의집 대공연장,2026-06-25,2026-06-25,482,2
PF275579,"부산시립합창단 예술교육공연, 교실 밖 합창여행 (10.01)",서양음악(클래식),부산문화회관 중극장,2025-10-01,2025-10-01,482,0
PF284107,"제181회 제주특별자치도립 제주교향악단 정기연주회: 제주 헤리티지 시리즈 Ⅰ, 낭 쉐",서양음악(클래식),제주문예회관 대극장,2026-02-12,2026-02-12,482,0
PF279987,"과천시립교향악단 콘서트시리즈 6, 베토벤 & 드보르작: 목가적 풍경 [과천]",서양음악(클래식),과천시민회관 대극장,2025-12-11,2025-12-11,482,0
PF253355,제208회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2024-12-05,2024-12-05,482,0
PF243468,거인의 정원 [부산 영도],무용(서양/한국무용),영도문화예술회관 대공연장(봉래홀),2024-07-13,2024-07-13,482,0
PF246156,제172회 대구시립합창단 정기연주회: 샐러리맨 칸타타,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-09-05,2024-09-05,482,0
PF247933,제29회 춘천시립청소년교향악단 정기연주회: 칼리니코프의 가을정경,서양음악(클래식),춘천문화예술회관 공연장,2024-09-28,2024-09-28,481,0
PF264492,황제와 영웅 [부안],서양음악(클래식),부안예술회관 공연장,2025-05-16,2025-05-16,481,0
PF250269,깃털피리 [울진],뮤지컬,울진문화예술회관,2024-10-19,2024-10-19,481,2
PF271692,기린자리 [홍성],한국음악(국악),홍주문화회관 대공연장,2025-09-04,2025-09-04,480,0
PF246276,"제24회 SPAF, 주목댄스씨어터: 에즈라스",무용(서양/한국무용),서울문화재단 대학로극장 쿼드 (예술청) 대학로극장 쿼드 (예술청) ,2024-10-11,2024-10-13,480,0
PF240551,"월곡: 지킨다는 것, 우리의 사명 [안동]",뮤지컬,안동문화예술의전당 웅부홀,2024-11-14,2024-11-15,480,0
PF245871,오즈의 의류수거함 [정선],뮤지컬,정선아리랑센터 아리랑홀,2024-08-14,2024-08-14,480,0
PF250401,"과천시립소년소녀합창단 하모니시리즈 3, 사라진 백설을 찾아라",뮤지컬,과천시민회관 대극장,2024-10-26,2024-10-26,480,0
PF248952,"남동문화재단 기획공연 스포트라이트 Q, 신명의 꽃: 찬기파랑가 [인천]",한국음악(국악),남동소래아트홀 소래극장 (대공연장) ,2024-10-18,2024-10-19,480,0
PF248587,"대전시립교향악단, 마스터즈 시리즈 10: R.슈트라우스 장미의 기사 모음곡",서양음악(클래식),대전예술의전당 아트홀,2024-10-25,2024-10-25,479,0
PF264451,"광주시립교향악단, GSO 오티움 콘서트 Ⅱ. Double Bass",서양음악(클래식),광주 예술의 전당 소극장,2025-06-13,2025-06-13,478,0
PF259822,제296회 수원시립교향악단 정기연주회,서양음악(클래식),수원SK아트리움 대공연장,2025-03-27,2025-03-27,478,0
PF235288,제202회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2024-03-07,2024-03-07,477,0
PF244008,벨벳토끼 [안양],한국음악(국악),평촌아트홀,2024-07-28,2024-07-28,477,0
PF243226,배소고지 이야기: 기억의 연못 [제주],연극,제주아트센터 대극장,2024-07-13,2024-07-13,477,1
PF261372,부산시립교향악단 기획음악회: 우리 아이 음악회,서양음악(클래식),부산문화회관 중극장,2025-05-08,2025-05-08,477,0
PF271485,백조의 호수 [연천],무용(서양/한국무용),연천수레울아트홀 대공연장,2025-10-18,2025-10-18,477,1
PF287239,"제222회 포항시립교향악단 정기연주회: 벨칸토, 아름다운 노래",서양음악(클래식),포항문화예술회관 대공연장,2026-04-02,2026-04-02,476,0
PF278735,제54회 경주시립합창단 정기연주회: 겨울지나 봄이 오듯이,서양음악(클래식),경주예술의전당 대공연장(화랑홀),2025-12-11,2025-12-11,476,0
PF266542,수원시립합창단 기획연주회 [수원],서양음악(클래식),수원SK아트리움 대공연장,2025-06-25,2025-06-25,476,1
PF251665,우정만리 [의정부],연극,의정부예술의전당 대극장,2024-12-20,2024-12-21,476,0
PF242487,"제239회 울산시립교향악단 정기연주회, 나의 가장 친한 친구에게 [울산]",서양음악(클래식),울산문화예술회관 대공연장,2024-10-25,2024-10-25,475,0
PF252304,"강동예술인페스티벌, 구립청소년교향악단",서양음악(클래식),강동아트센터 대극장 한강,2024-10-26,2024-10-26,475,0
PF266036,제175회 대구시립합창단 정기연주회: 보훈의 달 추념음악회,서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2025-06-19,2025-06-19,475,0
PF271180,춤추는 은빛 초상화 [춘천],연극,춘천문화예술회관 공연장,2025-09-10,2025-09-10,475,0
PF238740,제206회 포항시립교향악단 정기연주회: 암흑에서 광명으로,서양음악(클래식),포항문화예술회관 대공연장,2024-04-25,2024-04-25,475,0
PF245551,송소희 X 두번째달 X 오단해: 모던민요 [오산],한국음악(국악),오산문화예술회관 대공연장,2024-08-31,2024-08-31,473,1
PF274704,강아지똥 [서천],연극,서천문예의전당 대강당,2025-10-17,2025-10-17,472,1
PF247379,"수원시립교향악단 유료회원 초청음악회, 루드비히 판 베토벤",서양음악(클래식),수원SK아트리움 대공연장,2024-09-04,2024-09-04,472,1
PF283075,경상북도 도립국악단과 함께하는 울림의 새날 同樂 신년국악음악회 [안동],한국음악(국악),경북도청 동락관,2026-01-22,2026-01-22,472,0
PF242451,제74회 안산시립합창단 정기연주회,서양음악(클래식),안산문화예술의전당 해돋이극장,2024-06-20,2024-06-20,471,0
PF246441,레오나르도 다빈치의 판타스틱 애니멀즈 [목포],서양음악(클래식),목포문화예술회관,2024-08-24,2024-08-24,471,1
PF235456,"제169회 대구시립합창단 정기연주회: 사랑의 노래 왈츠, 봄의 길목에서",서양음악(클래식),대구콘서트하우스 그랜드홀 (대공연장) ,2024-03-21,2024-03-21,470,0
PF276128,부산시립합창단 송년음악회: British Baroque & Modern,서양음악(클래식),부산문화회관 대극장,2025-12-04,2025-12-04,470,0
PF290478,괴물도감 [천안],한국음악(국악),천안어린이꿈누리터 (구. 천안시 어린이 회관) 꿈누리대공연장,2026-05-16,2026-05-16,470,1
PF260027,"제132회 경주시립극단 정기공연, 을화",연극,경주예술의전당 소공연장(원화홀),2025-04-03,2025-04-04,469,0
PF239853,제204회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2024-05-30,2024-05-30,469,0
PF242035,"부천시립합창단, 아침의 콘서트: 시와 합창 - 한국 가곡",서양음악(클래식),부천아트센터 콘서트홀,2024-09-11,2024-09-11,469,0
PF268650,제172회 대전시립합창단 정기연주회: 늦은 여름밤 음악,서양음악(클래식),대전예술의전당 아트홀,2025-09-02,2025-09-02,469,0
PF290299,슈퍼거북 슈퍼토끼 [고성],뮤지컬,고성군문화복지센터 대공연장,2026-05-09,2026-05-09,469,0
PF262734,국립합창단과 함께하는 Classic Serenade [김포],서양음악(클래식),김포아트홀,2025-05-13,2025-05-13,468,0
PF245754,"화성시 예술단, 마티네 콘서트: 클래식의 클래식",서양음악(클래식),반석아트홀,2024-08-07,2024-08-07,468,0
PF253359,"서울시무용단, 에이플러스 A+",무용(서양/한국무용),세종문화회관 세종S씨어터,2024-12-13,2024-12-15,468,1
PF245309,차이콥스키 콩쿠르 수상자 콘서트 [안성],서양음악(클래식),안성맞춤아트홀 대공연장,2024-09-13,2024-09-13,468,0
PF277374,"부산발레시어터, 호두까기인형 [울산 중구]",무용(서양/한국무용),울산중구문화의전당 함월홀 (2층) ,2025-12-13,2025-12-13,467,1
PF276103,제21회 서구립소년소녀합창단 정기연주회 [인천],서양음악(클래식),인천서구문화회관 대공연장,2025-10-31,2025-10-31,467,1
PF245200,"K-예술축제 아.우.름, 괴물도감 [대전]",한국음악(국악),대전시립연정국악원 작은마당,2024-08-22,2024-08-23,467,0
PF267360,지역극단과 함께하는 연극 바캉스 [진주],연극,경상남도문화예술회관 대공연장,2025-07-15,2025-07-19,467,0
PF274319,세상친구 [제천],연극,제천예술의전당 대공연장,2025-10-24,2025-10-25,466,0
PF262847,"제주도립무용단 창단 35주년 기념 기획공연, 단원 춤 작가전: The SOLIST",무용(서양/한국무용),제주문예회관 대극장,2025-04-26,2025-04-26,466,0
PF245437,"제24회 SPAF, LOD 뮤직씨어터: 우먼, 포인트 제로",복합,국립극장 달오름극장,2024-10-04,2024-10-05,466,0
PF248362,제207회 성남시립교향악단 정기연주회 [성남],서양음악(클래식),성남아트센터 콘서트홀,2024-09-27,2024-09-27,466,2
PF236948,"제11회 현대일본희곡 낭독공연, 조지오웰, 침묵의 소리",연극,국립극단 [명동] 명동예술극장,2024-03-23,2024-03-23,466,0
PF254698,제7회 부평구립풍물단 정기연주회: 도시풍물 Ⅱ,한국음악(국악),부평아트센터 해누리극장,2024-12-07,2024-12-07,466,0
PF242223,제205회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2024-06-27,2024-06-27,465,0
PF233668,제360회 서울시국악관현악단 정기연주회,한국음악(국악),세종문화회관 세종M씨어터,2024-07-03,2024-07-03,465,1
PF257746,"울산시립청소년교향악단, 신년음악회 [울산]",서양음악(클래식),울산문화예술회관 대공연장,2025-02-22,2025-02-22,465,0
PF272095,제36회 김천시립소년소녀관현악단 정기연주회: 꿈의 항해,서양음악(클래식),김천시립율곡도서관 율곡홀 (다목적강당),2025-09-02,2025-09-02,464,0
PF250853,유앤잇 [상주],뮤지컬,상주문화회관 대공연장,2024-10-26,2024-10-26,464,1
PF265904,제68회 구미시립무용단 정기공연,무용(서양/한국무용),구미시문화예술회관 대공연장,2025-06-19,2025-06-19,464,0
PF269390,"창원시립무용단 기획공연, 장단의 숨: 춤 · 결 [창원]",무용(서양/한국무용),성산아트홀 소극장,2025-07-17,2025-07-17,464,0
PF228261,친절한 돼지씨 [대구],한국음악(국악),어울아트센터(구. 대구북구문예회관) 함지홀(대공연장),2023-11-18,2023-11-18,464,2
PF283841,춘천시립교향악단 & 청소년교향악단 특별연주회: The Cinema and Classic [춘천],서양음악(클래식),춘천문화예술회관 공연장,2026-02-27,2026-02-27,464,0
PF259267,제210회 성남시립교향악단 정기연주회,서양음악(클래식),성남아트센터 콘서트홀,2025-03-14,2025-03-14,464,0
PF251356,무브먼트 코리아 [논산],복합,논산아트센터(구. 논산문화예술회관) 대공연장,2024-10-25,2024-10-25,464,0
PF281266,김천시립교향악단 송년음악회: Goodbye 2025 [김천],서양음악(클래식),김천시립율곡도서관 율곡홀 (다목적강당),2025-12-23,2025-12-23,464,0
PF278583,"제87회 여수시립합창단 정기연주회: 네 개의 색, 하나의 노래",서양음악(클래식),GS칼텍스 예울마루 대극장,2025-11-07,2025-11-07,464,1
PF276657,"제36회 김천시립교향악단 정기연주회: 차이코프스키, 쇼스타코비치",서양음악(클래식),김천시립율곡도서관 율곡홀 (다목적강당),2025-10-30,2025-10-30,463,0
PF267168,"ASAC 리프팅, 다시, 봄 [안산]",뮤지컬,안산문화예술의전당 달맞이극장,2025-09-19,2025-09-20,463,0
PF286220,제62회 성남시립소년소녀합창단 정기연주회: The Sound of Spring,서양음악(클래식),성남아트센터 콘서트홀,2026-03-21,2026-03-21,463,1
PF275483,"울산시립무용단 추석특별공연, 가배풍악 [울산]",한국음악(국악),울산문화예술회관 소공연장,2025-10-03,2025-10-03,463,2
PF281089,"제37회 김천시립소년소녀관현악단 정기연주회, 루카의 모험: 생상스의 동물 사육제",서양음악(클래식),김천시립율곡도서관 율곡홀 (다목적강당),2025-12-19,2025-12-19,462,0
PF249622,"제92회 인천시립극단 정기공연, 하늘의 적 [인천]",연극,부평아트센터 해누리극장,2024-10-17,2024-10-18,462,0
PF241414,제51회 경주시립합창단 정기연주회: miserere by gregorio allegri,서양음악(클래식),경주예술의전당 대공연장(화랑홀),2024-06-20,2024-06-20,462,0
PF277517,국립심포니오케스트라와 함께하는 송년음악회 [서울 금천],서양음악(클래식),금나래아트홀,2025-12-27,2025-12-27,462,0
PF251454,"부산시향과 함께 걷다, 세계 클래식 음악 산책: 북유럽",서양음악(클래식),부산문화회관 중극장,2025-07-24,2025-07-24,462,1
PF244623,"부산시립국악관현악단 예술교육공연, 재밌는 국악 신나는 국악 (7월)",한국음악(국악),부산문화회관 중극장,2024-07-11,2024-07-12,462,0
PF280511,"제27회 김천시립소년소녀합창단 정기연주회: 겨울밤, 우리의 꿈이 노래가 되어 [김천]",서양음악(클래식),김천시립율곡도서관 율곡홀 (다목적강당),2025-12-12,2025-12-12,460,1
PF287419,딴소리 판 [서천],한국음악(국악),서천문예의전당 대강당,2026-04-08,2026-04-08,459,0
PF277650,"전남도립어린이국악단 정기공연, 스무 해의 울림: 알록달록 피어나는 우리의 꿈",한국음악(국악),남도소리울림터,2025-11-08,2025-11-08,459,0
PF264740,제38회 김천시립국악단 정기연주회: 춘화경명 (春和景明),한국음악(국악),김천시립율곡도서관 율곡홀 (다목적강당),2025-05-22,2025-05-22,459,0
PF283677,"광주시립교향악단, GSO 오티움 콘서트 Ⅰ: Bassoon [광주]",서양음악(클래식),광주 예술의 전당 소극장,2026-02-13,2026-02-13,459,0
PF270711,헤어드레서 [영주],뮤지컬,영주문화예술회관 까치홀,2025-08-09,2025-08-09,458,0
PF258854,수원시립합창단 신년음악회,서양음악(클래식),수원SK아트리움 대공연장,2025-02-27,2025-02-27,458,2
PF233768,성남시립교향악단 정기연주회 시즌권,서양음악(클래식),성남아트센터 콘서트홀,2024-02-01,2024-02-01,458,0
PF265113,"부천시립합창단 기획연주회, YOU사연 [부천]",서양음악(클래식),부천아트센터 콘서트홀,2025-08-21,2025-08-21,458,2
PF237228,"제7회 중국희곡 낭독공연, 나는 반금련이 아니야",연극,국립극단 [명동] 명동예술극장,2024-03-30,2024-03-31,457,0
PF274955,광주시립교향악단 GSO 오티움 콘서트 Ⅳ. Oboe,서양음악(클래식),광주 예술의 전당 소극장,2025-10-23,2025-10-23,457,0
PF270573,베로나의 두 신사 [안양],연극,평촌아트홀,2025-09-13,2025-09-13,457,0
PF267930,이희문 프로젝트: 오방신과 스팽글 [연천],한국음악(국악),연천수레울아트홀 대공연장,2025-08-30,2025-08-30,457,0
PF264214,제171회 대전시립합창단 정기연주회 & 대전시립교향악단 디스커버리 시리즈5: 애도의 노래 & 독일 레퀴엠 [대전],서양음악(클래식),대전예술의전당 아트홀,2025-06-12,2025-06-12,457,0
PF288364,고스트 [영천],연극,영천시민회관 스타홀,2026-04-18,2026-04-18,456,0
PF246929,정글라이프 [상주],뮤지컬,상주문화회관 대공연장,2024-08-23,2024-08-23,456,1
PF278826,제32회 달서구립합창단 정기연주회: 바람의 노래 [대구],서양음악(클래식),달서아트센터 (구. 웃는얼굴아트센터) 청룡홀,2025-11-27,2025-11-27,455,0
PF243364,"국립합창단, 전쟁 그리고 평화 [당진]",서양음악(클래식),당진문예의전당 대공연장,2024-07-12,2024-07-12,455,2
PF237886,제290회 수원시립교향악단 정기연주회,서양음악(클래식),수원SK아트리움 대공연장,2024-04-18,2024-04-18,455,0
PF272482,"정크, 클라운 [무안]",연극,남도소리울림터,2025-09-06,2025-09-06,455,0
PF240396,제5회 춘천시립국악단 정기공연: 예향의 강원별곡,한국음악(국악),춘천문화예술회관 공연장,2024-05-30,2024-05-30,454,0
PF241045,청춘연가 [함양],뮤지컬,함양문화예술회관 대공연장,2024-06-01,2024-06-01,454,0
PF254135,당진문예의전당과 공주시충남교향악단이 함께하는 환희의 송가,서양음악(클래식),당진문예의전당 대공연장,2024-12-19,2024-12-19,454,0
PF273348,"만능재치꾼 피가로, 세빌리아의 이발사 [하동]",서양음악(클래식),하동문화예술회관 대공연장,2025-09-18,2025-09-18,454,0
PF243651,장영실과 함께하는 별별 GPT [여수],뮤지컬,GS칼텍스 예울마루 대극장,2024-07-19,2024-07-20,453,2
PF243050,글뤽아우프 [평택],연극,평택시남부문예회관 대공연장,2024-07-12,2024-07-12,453,0
PF284086,"국립현대무용단, 정글 [김포]",무용(서양/한국무용),김포아트홀,2026-02-28,2026-02-28,453,0
PF286581,"국립국악원, 한국의 흥과 신명 [평택]",한국음악(국악),평택시남부문예회관 대공연장,2026-04-10,2026-04-10,452,1
PF243279,대구시립국악단과 함께하는 대구편입 1주년 기념음악회,한국음악(국악),군위 삼국유사교육문화회관 공연장,2024-06-27,2024-06-27,452,1
PF247429,"ㅋㅋㅋ 재미있는 연극시리즈, 헤비메탈 걸스 [과천]",연극,과천시민회관 소극장,2024-10-19,2024-10-19,452,0
PF251686,"제201회 공주시충남교향악단 정기연주회, 카르멘 Ⅹ 세헤라자데",서양음악(클래식),공주문예회관 대공연장,2024-11-21,2024-11-21,451,0
PF273260,천안시립교향악단 기획공연: 협주곡의 밤 [천안],서양음악(클래식),천안시성환문화회관 대공연장,2025-09-03,2025-09-03,451,0
PF269784,"부산시립국악관현악단 특별연주회, 광복80주년 기념음악회: 광복의 빛을 넘어",한국음악(국악),부산문화회관 대극장,2025-08-14,2025-08-14,451,0
PF242743,"제77회 군산시립합창단 기획 연주회: 노트르담, 그림자속 이야기",서양음악(클래식),군산예술의전당 소공연장,2024-07-04,2024-07-04,450,0
PF266164,"국립창극단, 토선생, 용궁가다 [용인]",한국음악(국악),용인시문화예술회관 처인홀,2025-07-05,2025-07-05,450,0
PF277161,풍년에 넌즞 들은 아가멤논 [고양],한국음악(국악),고양아람누리 새라새극장,2025-11-13,2025-11-15,450,0
PF237277,"제7회 중국희곡 낭독공연, 제일 가까운 장애인 화장실이 어디죠?",연극,국립극단 [명동] 명동예술극장,2024-03-27,2024-03-28,450,1
PF260001,"수성아트피아 시즌페스티벌, 4월 음악제: 국립심포니오케스트라 & 윤한결, 김태형 [대구]",서양음악(클래식),수성아트피아 대극장 (대공연장) ,2025-04-11,2025-04-11,449,0
PF260290,울산시립합창단 기획연주회: 소리높여 합창포유 Ⅱ [울산],서양음악(클래식),울산문화예술회관 대공연장,2025-04-17,2025-04-17,448,0
PF273422,"제46회 목포시립소년소녀합창단 정기연주회: 오늘, 빛나는 우리",서양음악(클래식),목포문화예술회관,2025-09-27,2025-09-27,446,2
PF217283,연희 도깨비 [포항],한국음악(국악),포항시청 대잠홀,2023-06-10,2023-06-10,446,2
PF263024,제204회 공주시충남교향악단 정기연주회 [공주],서양음악(클래식),공주문예회관 대공연장,2025-05-29,2025-05-29,446,0
PF241932,거인의 정원 [양산],무용(서양/한국무용),양산문화예술회관 대공연장,2024-06-22,2024-06-22,446,2
PF270187,종이꽃밭: 두할망본풀이 [평택 남부],한국음악(국악),평택시남부문예회관 대공연장,2025-08-22,2025-08-22,446,2
PF251451,"부산시향과 함께 걷다, 세계 클래식 음악 산책: 마티네, 북유럽",서양음악(클래식),부산문화회관 중극장,2025-07-25,2025-07-25,445,0
PF279680,올라비올라의 B to B [제주],서양음악(클래식),제주문예회관 대극장,2025-12-05,2025-12-05,445,0
PF236884,강원특별자치도립무용단 앵콜 기획공연: 舞 (무) 의 無我 (무아) [춘천],무용(서양/한국무용),춘천문화예술회관 공연장,2024-03-17,2024-03-17,445,0
PF267819,청양군민을 위한 WIND STONY : 필립 스파크의 초상 [청양],서양음악(클래식),청양문예회관 대공연장,2025-07-17,2025-07-17,445,0
PF257678,제76회 군산시립교향악단 특별기획연주회: 발렌타인 콘서트,서양음악(클래식),군산예술의전당 소공연장,2025-02-14,2025-02-14,444,0
