perf_id,title,genre,perf_start_date,perf_end_date,venue_name,runtime_min,company_id,total_ticket_sales_qty,season_match_status,work_group_key,season_rank,actual_group_size,runtime_missing
PF286905,제151회 강릉시립교향악단 정기연주회 [강릉],서양음악(클래식),2026-04-10,2026-04-11,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,130.0,FC001787,930,unmatched,,,1,False
PF243809,스프레이 [김제],연극,2024-07-04,2024-07-06,김제문화예술회관 대공연장,80.0,FC000449,929,matched,스프레이|극단 초인::극단 초인,5.0,6,False
PF257270,제326회 부천필하모닉오케스트라 정기연주회,서양음악(클래식),2025-04-10,2025-04-10,부천아트센터 콘서트홀,100.0,FC003150,928,unmatched,,,1,False
PF282308,성남시립교향악단 신년음악회 [성남],서양음악(클래식),2026-01-22,2026-01-22,성남아트센터 콘서트홀,120.0,FC000016,928,unmatched,,,1,False
PF232919,성남시립교향악단 신년음악회 [성남],서양음악(클래식),2024-01-18,2024-01-18,성남아트센터 콘서트홀,120.0,FC000016,926,unmatched,,,1,False
PF225777,"개관 15주년 컬렉션 III, 오셀로와 이아고 [창원]",한국음악(국악),2023-10-05,2023-10-07,3.15아트센터 소극장,90.0,FC000877,926,unmatched,,,1,False
PF250687,"성남시립교향악단 기획공연, 금난새의 영화음악이야기",서양음악(클래식),2024-10-30,2024-10-30,성남아트센터 콘서트홀,120.0,FC000016,925,unmatched,,,1,False
PF249400,"대한민국은 공연중, 공상집단 뚱딴지: 코뿔소",연극,2024-10-31,2024-11-06,예술의전당 [서울] 자유소극장,140.0,FC000001,925,unmatched,,,1,False
PF258741,제513회 대구시립교향악단 정기연주회: GOLDEN LEGEND,서양음악(클래식),2025-03-14,2025-03-14,대구콘서트하우스 그랜드홀 (대공연장) ,80.0,FC001193,925,unmatched,,,1,False
PF232427,"서울시립교향악단 특별 음악회: 얍 판 츠베덴의 바그너, 발퀴레",서양음악(클래식),2024-02-02,2024-02-02,세종예술의전당 대공연장,120.0,FC002877,925,unmatched,,,1,False
PF249274,"대한민국은 공연중, 극단 코너스톤: 맹",연극,2024-10-17,2024-10-23,예술의전당 [서울] 자유소극장,95.0,FC000001,924,unmatched,,,1,False
PF269342,제29회 대구시립국악단 청소년 협주곡의 밤,한국음악(국악),2025-08-07,2025-08-08,대구문화예술회관 팔공홀,90.0,FC000191,923,unmatched,,,1,False
PF282486,제165회 군산시립교향악단 정기연주회: 라 트라비아타,서양음악(클래식),2026-01-22,2026-01-22,군산예술의전당 대공연장,70.0,FC000447,922,unmatched,,,1,False
PF272568,왕세자 실종사건 [하남],뮤지컬,2025-10-18,2025-10-18,하남문화예술회관 검단홀(대극장),100.0,FC000095,921,matched,왕세자 실종사건::cast0,6.0,5,False
PF245082,"대구시립교향악단, 대구국제피아노페스티벌 (08.22)",서양음악(클래식),2024-08-22,2024-08-22,대구콘서트하우스 그랜드홀 (대공연장) ,70.0,FC001193,921,matched,대구시립교향악단 대구국제피아노페스티벌::대구시립교향악단,1.0,2,False
PF276145,"성남시립교향악단 기획공연, 금난새의 영화음악 이야기",서양음악(클래식),2025-11-06,2025-11-06,성남아트센터 콘서트홀,120.0,FC000016,921,unmatched,,,1,False
PF245601,노인과 바다,한국음악(국악),2024-09-13,2024-09-14,국립극단 [명동] 명동예술극장,120.0,FC000005,920,unmatched,,,1,False
PF271379,제200회 광주시립합창단 정기연주회 [광주],서양음악(클래식),2025-09-05,2025-09-05,광주 예술의 전당 대극장,90.0,FC000233,920,unmatched,,,1,False
PF288083,"국립발레단, 더블 빌_맥그리거 & 테틀리 [세종]",무용(서양/한국무용),2026-05-15,2026-05-16,세종예술의전당 대공연장,90.0,FC002877,920,unmatched,,,1,False
PF259665,"성남시립교향악단 기획공연, 금난새의 봄날의 오페라",서양음악(클래식),2025-03-26,2025-03-26,성남아트센터 콘서트홀,120.0,FC000016,920,unmatched,,,1,False
PF270135,제164회 군산시립교향악단 정기연주회: Made in Gunsan,서양음악(클래식),2025-09-18,2025-09-18,군산예술의전당 대공연장,100.0,FC000447,919,unmatched,,,1,False
PF260897,제432회 인천시립교향악단 정기연주회 [인천],서양음악(클래식),2025-04-25,2025-04-25,아트센터 인천 콘서트홀,90.0,FC001873,918,unmatched,,,1,False
PF232388,"과천시립교향악단 콘서트시리즈 1, 신년음악회 [과천]",서양음악(클래식),2024-01-26,2024-01-26,과천시민회관 대극장,90.0,FC000808,918,unmatched,,,1,False
PF262721,새봄 음악회: 봄을 노래하다 [당진],서양음악(클래식),2025-05-17,2025-05-17,당진문예의전당 대공연장,100.0,FC000424,917,unmatched,,,1,False
PF272881,생텍쥐페리 [안성],뮤지컬,2025-10-17,2025-10-18,안성맞춤아트홀 대공연장,90.0,FC001812,916,unmatched,,,1,False
PF291248,대구시립합창단 스쿨콘서트 [대구] (05.20),서양음악(클래식),2026-05-20,2026-05-20,대구콘서트하우스 그랜드홀 (대공연장) ,50.0,FC001193,916,matched,대구시립합창단 스쿨콘서트::대구문화예술회관,2.0,1,False
PF249469,"경남도립극단 순회공연, 빌미 [김해]",연극,2024-10-12,2024-10-12,김해문화의전당 누리홀,,FC001170,915,unmatched,,,1,True
PF252763,크리스마스 선물 [울산],서양음악(클래식),2024-12-20,2024-12-20,울산문화예술회관 대공연장,70.0,FC000081,915,unmatched,,,1,False
PF235527,부산시립청소년교향악단 교류음악회: 우리의 봄 [세종],서양음악(클래식),2024-03-09,2024-03-09,세종예술의전당 대공연장,90.0,FC002877,915,unmatched,,,1,False
PF254109,"제68회 순천시립소년소녀합창단 정기연주회, 스크루지",뮤지컬,2024-12-14,2024-12-14,순천문화예술회관 대극장,80.0,FC000493,914,unmatched,,,1,False
PF237682,공주시립합창단 창단 10주년 특별기획연주회: 피가로의결혼 & 라보엠,서양음악(클래식),2024-04-05,2024-04-06,공주문예회관 대공연장,100.0,FC000415,913,unmatched,,,1,False
PF236009,제382회 광주시립교향악단 정기연주회: Klimax,서양음악(클래식),2024-03-29,2024-03-29,전남대학교 민주마루홀,100.0,FC002274,913,unmatched,,,1,False
PF241181,제56회 천안시립교향악단 정기연주회 [천안],서양음악(클래식),2024-07-05,2024-07-05,천안예술의전당 대공연장,90.0,FC001383,912,unmatched,,,1,False
PF237664,제236회 울산시립교향악단 정기연주회: 불후의 명곡,서양음악(클래식),2024-06-21,2024-06-21,울산문화예술회관 대공연장,110.0,FC000081,912,unmatched,,,1,False
PF257907,제392회 광주시립교향악단 정기연주회: Unison,서양음악(클래식),2025-02-14,2025-02-14,전남대학교 민주마루홀,90.0,FC002274,911,unmatched,,,1,False
PF255215,"제21회 포천시립민속예술단 정기공연: 물, 하늘을 그리다",한국음악(국악),2024-12-11,2024-12-11,포천반월아트홀 대극장,80.0,FC000612,910,unmatched,,,1,False
PF263111,"서울예술단, 천 개의 파랑 [안동]",뮤지컬,2025-06-27,2025-06-27,안동문화예술의전당 웅부홀,165.0,FC000537,910,matched,서울예술단 천 개의 파랑::서울예술단,2.0,3,False
PF257248,부천필하모닉오케스트라 해설음악회 Ⅲ: 슈만의 속삭임,서양음악(클래식),2025-05-22,2025-05-22,부천아트센터 콘서트홀,100.0,FC003150,909,unmatched,,,1,False
PF261891,"한류확산 국악공연: 춤, 조선통신사 유마도를 그리다 [부산]",무용(서양/한국무용),2025-04-25,2025-05-03,국립부산국악원 연악당,70.0,FC000730,908,unmatched,,,1,False
PF247425,쪽빛황혼 [예주],연극,2024-09-04,2024-09-05,예주문화예술회관,90.0,FC000548,908,matched,쪽빛황혼|(사)마당극패 우금치::(사)마당극패 우금치,3.0,5,False
PF255603,제621회 부산시립교향악단 정기연주회: DSCH,서양음악(클래식),2025-06-19,2025-06-19,부산문화회관 대극장,,FC000167,907,unmatched,,,1,True
PF278950,제401회 광주시립교향악단 정기연주회: Winter Rhapsody,서양음악(클래식),2025-12-12,2025-12-12,전남대학교 민주마루홀,90.0,FC002274,906,unmatched,,,1,False
PF253039,"과천시립교향악단 콘서트시리즈 6, 송년음악회",서양음악(클래식),2024-12-06,2024-12-06,과천시민회관 대극장,90.0,FC000808,905,unmatched,,,1,False
PF270620,로제타 [부산],연극,2025-09-05,2025-09-06,(재) 영화의전당 하늘연극장,100.0,FC000175,904,matched,로제타|국립아시아문화전당::국립아시아문화전당,2.0,2,False
PF268053,지젤 [순천],무용(서양/한국무용),2025-07-13,2025-07-13,순천문화예술회관 대극장,135.0,FC000493,904,unmatched,,,1,False
PF261787,사의찬미 [태백],뮤지컬,2025-04-11,2025-04-12,태백문화예술회관 대공연장,110.0,FC000375,903,matched,사의찬미|::cast2,3.0,2,False
PF239895,제237회 울산시립교향악단 정기연주회: FROM THE NEW WORLD,서양음악(클래식),2024-08-09,2024-08-09,울산문화예술회관 대공연장,110.0,FC000081,903,unmatched,,,1,False
PF232639,"국립심포니오케스트라 초청공연, 다이나믹 K 심포니 시리즈 1: 로드리고 아랑후에스 기타 협주곡",서양음악(클래식),2024-02-03,2024-02-03,고양아람누리 아람음악당,75.0,FC000127,902,unmatched,,,1,False
PF287490,"제23회 포천시립민속예술단 정기공연, 꺼지지 않는 불꽃: 19190330",한국음악(국악),2026-03-20,2026-03-20,포천반월아트홀 대극장,80.0,FC000612,901,unmatched,,,1,False
PF270779,필하모니코리아 1882-1901 동유럽의 낭만: 라흐마니노프와 차이코프스키 두 영혼의 울림 [순천],서양음악(클래식),2025-08-23,2025-08-23,순천문화예술회관 대극장,120.0,FC000493,901,unmatched,,,1,False
PF288991,"제70회 안산시립국악단 정기연주회: 전통의 선율, 봄을 깨우다",한국음악(국악),2026-04-23,2026-04-23,안산문화예술의전당 해돋이극장,90.0,FC000018,900,unmatched,,,1,False
PF271507,"이천문화재단X국립합창단, 시네마 클래식 [이천]",서양음악(클래식),2025-10-18,2025-10-18,이천아트홀 대공연장,90.0,FC000824,898,unmatched,,,1,False
PF248554,"대한민국은 공연중, K-클래식: KBS교향악단, 가을의 서정",서양음악(클래식),2024-10-27,2024-10-27,국립극장 해오름극장,100.0,FC000003,897,unmatched,,,1,False
PF266238,사의 찬미 [횡성],뮤지컬,2025-06-27,2025-06-28,횡성문화예술회관 대공연장,110.0,FC001195,897,unmatched,,,1,False
PF279599,국립심포니콘서트오케스트라: 크리스마스 콘서트 [세종],서양음악(클래식),2025-12-24,2025-12-24,세종예술의전당 대공연장,100.0,FC002877,895,unmatched,,,1,False
PF235916,"제5회 경주시립신라고취대 정기연주회, 김현호 예술감독 취임기념: 봄날",한국음악(국악),2024-03-21,2024-03-21,경주예술의전당 대공연장(화랑홀),80.0,FC000517,895,unmatched,,,1,False
PF264612,제516회 대구시립교향악단 정기연주회: 영웅의 생애,서양음악(클래식),2025-06-13,2025-06-13,대구콘서트하우스 그랜드홀 (대공연장) ,70.0,FC001193,894,unmatched,,,1,False
PF271472,당신만이 [속초],뮤지컬,2025-09-19,2025-09-19,속초문화예술회관 대공연장,120.0,FC000358,893,unmatched,,,1,False
PF232767,제608회 부산시립교향악단 정기연주회,서양음악(클래식),2024-02-27,2024-02-27,부산문화회관 대극장,,FC000167,893,unmatched,,,1,True
PF230624,"국립발레단, KNB Movement Series 9",무용(서양/한국무용),2024-06-22,2024-06-23,국립극장 하늘극장,70.0,FC000003,891,unmatched,,,1,False
PF267379,"국립극단, 십이야 [제주]",연극,2025-07-18,2025-07-19,제주아트센터 대극장,125.0,FC000262,891,matched,국립극단 십이야::국립극단,1.0,3,False
PF235837,"제224회 부산시립국악관현악단 정기연주회: 부지휘자 김경수 취임연주회, 내일",한국음악(국악),2024-03-21,2024-03-21,부산문화회관 대극장,90.0,FC000167,891,unmatched,,,1,False
PF266219,제68회 소년소녀합창단 정기연주회 [구미],서양음악(클래식),2025-06-28,2025-06-28,구미시문화예술회관 대공연장,90.0,FC000518,891,unmatched,,,1,False
PF288215,제7회 세종시립청소년교향악단 정기연주회 [세종],서양음악(클래식),2026-04-18,2026-04-18,세종예술의전당 대공연장,90.0,FC002877,889,unmatched,,,1,False
PF221813,"안중근, 천국에서의 춤 [마포]",무용(서양/한국무용),2023-08-11,2023-08-12,마포아트센터 아트홀맥,70.0,FC000788,889,matched,안중근 천국에서의 춤::안중근,5.0,4,False
PF221102,파리넬리 [당진],뮤지컬,2023-07-21,2023-07-22,당진문예의전당 대공연장,150.0,FC000424,889,matched,파리넬리|::cast0,3.0,8,False
PF274045,"서울시발레단, 오하드 나하린: 데카당스 [구미]",무용(서양/한국무용),2025-11-21,2025-11-22,구미시문화예술회관 대공연장,70.0,FC000518,889,matched,서울시발레단 오하드 나하린: 데카당스::서울시발레단,2.0,2,False
PF249653,한 여름밤의 템페스트 [청주],연극,2024-10-18,2024-10-19,청주예술의전당 대공연장,100.0,FC000403,888,matched,한 여름밤의 템페스트::충북도립극단,1.0,1,False
PF256997,라흐 헤스트 [공주],뮤지컬,2025-07-11,2025-07-12,공주문예회관 대공연장,110.0,FC000415,887,matched,라흐 헤스트::cast0,3.0,3,False
PF246188,제140회 강릉시립교향악단 정기연주회: 말러 교향곡 제5번,서양음악(클래식),2024-09-05,2024-09-06,강릉아트센터 (구. 강릉문화예술관) 사임당홀 (대공연장) ,80.0,FC001787,887,unmatched,,,1,False
PF265394,제396회 광주시립교향악단 정기연주회: Contrast,서양음악(클래식),2025-06-27,2025-06-27,광주 예술의 전당 대극장,100.0,FC000233,886,unmatched,,,1,False
PF258984,샌드아트로 즐기는 문학이 잇는 클래식 제4막: 마술피리 [울산],서양음악(클래식),2025-11-28,2025-11-28,울산문화예술회관 대공연장,80.0,FC000081,886,unmatched,,,1,False
PF279570,"과천시립여성합창단 X 과천문화원 공동기획 콰이어시리즈 3, 추사",서양음악(클래식),2025-12-05,2025-12-05,과천시민회관 대극장,80.0,FC000808,883,unmatched,,,1,False
PF240026,"부천시립예술단, 복사골 예술제 경축음악회: 바로크의 향연",서양음악(클래식),2024-05-02,2024-05-02,부천아트센터 콘서트홀,80.0,FC003150,882,unmatched,,,1,False
PF253970,"국립국악관현악단, 정오의 음악회 (3월)",한국음악(국악),2025-03-20,2025-03-20,국립극장 해오름극장,70.0,FC000003,882,unmatched,,,1,False
PF276784,"도깨비 마법서당, 고전편 [수원]",연극,2025-11-02,2025-11-02,경기아트센터(구. 경기도문화의전당) 소극장,60.0,FC000017,881,unmatched,,,1,False
PF267217,레미제라블 [인천 남동],무용(서양/한국무용),2025-07-11,2025-07-12,남동소래아트홀 소래극장 (대공연장) ,120.0,FC000214,881,unmatched,,,1,False
PF264672,사랑의 묘약 [거창],서양음악(클래식),2025-05-16,2025-05-17,거창문화센터 공연장,145.0,FC000879,880,unmatched,,,1,False
PF241710,"제66회 구미시립소년소녀합창단 정기공연, 세계의 민요",서양음악(클래식),2024-06-21,2024-06-21,구미시문화예술회관 대공연장,80.0,FC000518,879,unmatched,,,1,False
PF259027,"정악단 정기공연, 행악과 보허자: 하늘과 땅의 걸음",한국음악(국악),2025-03-13,2025-03-14,국립국악원 예악당,70.0,FC000009,879,unmatched,,,1,False
PF250595,"국립민속국악원, 지지지 [남원]",한국음악(국악),2024-10-18,2024-10-19,국립민속국악원 예원당,80.0,FC001316,878,matched,국립민속국악원 지지지::국립민속국악원,1.0,4,False
PF282737,"과천시립교향악단 콘서트시리즈1, 신년음악회",서양음악(클래식),2026-01-29,2026-01-29,과천시민회관 대극장,90.0,FC000808,876,unmatched,,,1,False
PF232269,춘천시립교향악단 신년음악회,서양음악(클래식),2024-01-11,2024-01-11,춘천문화예술회관 공연장,100.0,FC000371,875,unmatched,,,1,False
PF233672,제362회 서울시국악관현악단 정기연주회,한국음악(국악),2024-11-29,2024-11-29,세종문화회관 세종대극장,90.0,FC000020,875,unmatched,,,1,False
PF224764,테레즈 라캥 [공주],뮤지컬,2023-11-09,2023-11-11,공주문예회관 대공연장,110.0,FC000415,875,unmatched,,,1,False
PF246475,제158회 군산시립교향악단 정기연주회: 브루크너 in 군산,서양음악(클래식),2024-09-12,2024-09-12,군산예술의전당 대공연장,80.0,FC000447,874,unmatched,,,1,False
PF230515,"국립무용단, 몽유도원무",무용(서양/한국무용),2024-06-28,2024-06-30,국립극장 달오름극장,60.0,FC000003,872,matched,국립무용단 몽유도원무::국립무용단,1.0,3,False
PF255508,"제617회 부산시립교향악단 정기연주회, VALENTEIN",서양음악(클래식),2025-02-14,2025-02-14,부산문화회관 대극장,,FC000167,869,unmatched,,,1,True
PF260389,제88회 천안시충남국악관현악단 정기연주회 [천안],한국음악(국악),2025-04-11,2025-04-11,천안예술의전당 대공연장,90.0,FC001383,868,unmatched,,,1,False
PF240709,"안산시립예술단 기획연주회, 목요보노음악회",복합,2024-05-16,2024-12-19,보노마루,60.0,FC002766,868,unmatched,,,1,False
PF270514,제89회 천안시충남국악관현악단 정기연주회,한국음악(국악),2025-09-12,2025-09-12,천안예술의전당 대공연장,90.0,FC001383,867,unmatched,,,1,False
PF241477,벨벳토끼 [공주],한국음악(국악),2024-06-13,2024-06-14,공주문예회관 대공연장,60.0,FC000415,867,unmatched,,,1,False
PF247653,레미제라블 [익산],무용(서양/한국무용),2024-09-27,2024-09-28,익산예술의전당 대공연장,110.0,FC001356,867,unmatched,,,1,False
PF258965,"과천시립교향악단 콘서트시리즈 2, 알레그로 콘 브리오",서양음악(클래식),2025-03-27,2025-03-27,과천시민회관 대극장,100.0,FC000808,866,unmatched,,,1,False
PF262325,안녕? 빨강머리 앤 [대구],뮤지컬,2025-05-05,2025-05-05,아양아트센터 아양홀,75.0,FC001169,865,matched,안녕? 빨강머리 앤::극단 상록수,1.0,1,False
PF251197,"성남시립교향악단 기획공연, 금난새의 오페라이야기: 푸치니 갈라콘서트",서양음악(클래식),2024-11-07,2024-11-07,성남아트센터 콘서트홀,120.0,FC000016,865,unmatched,,,1,False
PF260066,피노키오의 모험 [춘천],서양음악(클래식),2025-05-14,2025-05-14,춘천문화예술회관 공연장,70.0,FC000371,865,unmatched,,,1,False
PF246013,아가사 [횡성],뮤지컬,2024-08-24,2024-08-24,횡성문화예술회관 대공연장,135.0,FC001195,864,matched,아가사|::cast1,2.0,4,False
PF248929,밀정리스트 [김포],연극,2024-10-04,2024-10-05,김포아트홀,80.0,FC001618,863,matched,밀정리스트::cast2,2.0,2,False
PF247141,제387회 광주시립교향악단 정기연주회,서양음악(클래식),2024-09-27,2024-09-27,광주 예술의 전당 대극장,110.0,FC000233,863,unmatched,,,1,False
PF259785,제122회 포항시립합창단 정기연주회: 항해,서양음악(클래식),2025-03-27,2025-03-27,포항문화예술회관 대공연장,80.0,FC001191,862,unmatched,,,1,False
PF245308,세빌리아의 이발사 [오산],서양음악(클래식),2024-08-24,2024-08-25,오산문화예술회관 대공연장,150.0,FC000145,862,unmatched,,,1,False
PF263811,제246회 울산시립교향악단 정기연주회: 자연의 교향곡 (Nature’s Symphony),서양음악(클래식),2025-09-12,2025-09-12,울산문화예술회관 대공연장,100.0,FC000081,862,unmatched,,,1,False
PF257258,부천필하모닉오케스트라 해설음악회 Ⅰ: 슈베르트 [부천],서양음악(클래식),2025-03-13,2025-03-13,부천아트센터 콘서트홀,100.0,FC003150,862,unmatched,,,1,False
PF237977,"김천시립교향악단, 교향악축제 프리뷰 콘서트 (04.14)",서양음악(클래식),2024-04-14,2024-04-14,대구콘서트하우스 그랜드홀 (대공연장) ,90.0,FC001193,862,unmatched,,,1,False
PF240772,"국립국악원 창작악단 기획공연, 연주자 그리고 작곡가",한국음악(국악),2024-06-13,2024-06-14,국립국악원 예악당,90.0,FC000009,861,unmatched,,,1,False
PF279293,"국립국악관현악단, 정오의 음악회 (3월)",한국음악(국악),2026-03-05,2026-03-05,국립극장 해오름극장,70.0,FC000003,861,unmatched,,,1,False
PF270304,피터팬 [남양주],무용(서양/한국무용),2025-08-23,2025-08-23,다산아트홀,60.0,FC001931,861,unmatched,,,1,False
PF240856,청춘연가 [의정부],뮤지컬,2024-06-29,2024-06-29,의정부예술의전당 대극장,110.0,FC000019,861,matched,청춘연가|::cast0,8.0,4,False
PF268017,"국립극단, 십이야 [김포]",연극,2025-07-25,2025-07-26,김포아트홀,125.0,FC001618,858,matched,국립극단 십이야::국립극단,2.0,3,False
PF221317,헬렌 앤 미 [평택],뮤지컬,2023-07-22,2023-07-22,평택시서부문예회관 대공연장,100.0,FC000336,858,matched,헬렌 앤 미::cast1,1.0,6,False
PF253934,세빌리아의 이발사 [거창],서양음악(클래식),2024-11-22,2024-11-23,거창문화센터 공연장,145.0,FC000879,858,unmatched,,,1,False
PF264556,"안산시립국악단 기획연주회, 목요보노음악회",한국음악(국악),2025-05-15,2025-12-18,보노마루,60.0,FC002766,858,unmatched,,,1,False
PF243035,"제10회 을숙도 오페라 축제, 마술피리",서양음악(클래식),2024-07-05,2024-07-06,을숙도문화회관 대공연장,120.0,FC000178,858,unmatched,,,1,False
PF249706,"제51회 전북특별자치도립국악원 관현악단 정기연주회, 아르누보Ⅱ",한국음악(국악),2024-10-10,2024-10-10,한국소리문화의전당 모악당,100.0,FC000477,858,unmatched,,,1,False
PF236913,"순천시립소년소녀합창단, 우리들의 이야기 [순천]",서양음악(클래식),2024-03-30,2024-03-30,순천문화예술회관 대극장,80.0,FC000493,857,unmatched,,,1,False
PF237626,제116회 군산시립합창단 정기 연주회,서양음악(클래식),2024-04-04,2024-04-04,군산예술의전당 대공연장,70.0,FC000447,856,matched,군산시립합창단 정기 연주회::군산시청,1.0,2,False
PF249945,제78회 군산시립합창단 기획연주회: 하모니 Ⅱ,서양음악(클래식),2024-10-17,2024-10-17,군산예술의전당 대공연장,70.0,FC000447,856,unmatched,,,1,False
PF275734,인사이드 윌리엄 [인천 서구],뮤지컬,2025-11-01,2025-11-01,청라복합문화센터 블루노바홀 공연장,100.0,FC002833,856,matched,인사이드 윌리엄::cast0,1.0,2,False
PF257294,제119회 군산시립합창단 정기 연주회: 게임 OST 콘서트,서양음악(클래식),2025-02-06,2025-02-06,군산예술의전당 대공연장,70.0,FC000447,856,unmatched,,,1,False
PF282149,"대구시립교향악단, 말러 교향곡 제1번 거인 [대구]",서양음악(클래식),2026-01-23,2026-01-23,대구문화예술회관 팔공홀,60.0,FC000191,855,unmatched,,,1,False
PF271791,이중섭 [제주 서귀포],서양음악(클래식),2025-09-12,2025-09-13,서귀포예술의전당 대극장,100.0,FC001231,854,unmatched,,,1,False
PF280087,"제233회 부산시립국악관현악단 정기연주회, 강원도립국악관현악단 합동교류연주회: 함께 가는 길, 동행",한국음악(국악),2025-12-18,2025-12-18,부산문화회관 대극장,100.0,FC000167,853,unmatched,,,1,False
PF239545,제89회 부산시립무용단 정기공연: 빙빙 (Being Being),무용(서양/한국무용),2024-05-17,2024-05-18,부산문화회관 대극장,,FC000167,853,unmatched,,,1,True
PF241927,윌리엄과 윌리엄의 윌리엄들 [김해],뮤지컬,2024-07-06,2024-07-07,김해서부문화센터 하늬홀,100.0,FC001890,853,unmatched,,,1,False
PF276434,왔구나 연희야! [광명],한국음악(국악),2025-11-07,2025-11-07,광명시민회관 대공연장,60.0,FC000071,851,unmatched,,,1,False
PF242797,제119회 춘천시립합창단 정기연주회: 합창으로 듣는 재즈와 영화음악,서양음악(클래식),2024-07-11,2024-07-11,춘천문화예술회관 공연장,80.0,FC000371,848,unmatched,,,1,False
PF241087,"부산시립합창단 특별연주회, 퀸 심포니",서양음악(클래식),2024-07-23,2024-07-23,부산시민회관 대극장,65.0,FC000497,848,unmatched,,,1,False
PF254879,부산시립국악관현악단 수능생을 위한 음악회,한국음악(국악),2024-11-28,2024-11-29,부산문화회관 중극장,60.0,FC000167,848,unmatched,,,1,False
PF239325,청춘연가 [함안],뮤지컬,2024-05-25,2024-05-25,함안문화예술회관 대공연장,100.0,FC000584,848,matched,청춘연가|::cast0,6.0,4,False
PF246932,신명의 꽃 [해남],한국음악(국악),2024-09-03,2024-09-04,해남문화예술회관 대공연장,120.0,FC000166,846,matched,신명의 꽃::cast0,2.0,2,False
PF247281,제175회 춘천시립교향악단 정기연주회,서양음악(클래식),2024-10-11,2024-10-11,롯데콘서트홀,120.0,FC001513,846,unmatched,,,1,False
PF242033,"부천필하모닉오케스트라 해설음악회 Ⅳ: 음악의 신동, 모차르트",서양음악(클래식),2024-09-12,2024-09-12,부천아트센터 콘서트홀,90.0,FC003150,845,unmatched,,,1,False
PF246572,제117회 군산시립합창단 정기 연주회,서양음악(클래식),2024-08-29,2024-08-29,군산예술의전당 대공연장,70.0,FC000447,844,unmatched,,,1,False
PF235913,제156회 군산시립교향악단 정기연주회: 3.5만세운동 구암동,서양음악(클래식),2024-03-14,2024-03-14,군산예술의전당 대공연장,100.0,FC000447,844,unmatched,,,1,False
PF233232,제155회 군산시립교향악단 정기연주회: 고군산군도 신년음악회,서양음악(클래식),2024-01-18,2024-01-18,군산예술의전당 대공연장,90.0,FC000447,844,unmatched,,,1,False
PF229281,수박수영장 [부여],뮤지컬,2023-12-01,2023-12-02,국립부여박물관 사비마루,70.0,FC001573,843,matched,수박수영장::cast1,2.0,2,False
PF282548,안산시립국악단 기획연주회: 안산시승격 40주년 기념 신년음악회 [안산],한국음악(국악),2026-01-14,2026-01-14,안산문화예술의전당 해돋이극장,90.0,FC000018,842,unmatched,,,1,False
PF230607,"국립창극단, 절창Ⅳ",한국음악(국악),2024-05-17,2024-05-18,국립극장 달오름극장,100.0,FC000003,842,unmatched,,,1,False
PF271460,세기의 사나이 [예천],연극,2025-08-29,2025-08-30,예천군문화회관,130.0,FC001190,842,matched,세기의 사나이::cast0,3.0,4,False
PF236003,"성남시립교향악단 기획공연, 금난새의 오페라이야기: 베르디 갈라콘서트",서양음악(클래식),2024-03-27,2024-03-27,성남아트센터 콘서트홀,120.0,FC000016,841,unmatched,,,1,False
PF275674,6시 퇴근 [남양주],뮤지컬,2025-11-07,2025-11-08,다산아트홀,110.0,FC001931,841,matched,6시 퇴근::cast2,3.0,2,False
PF241498,제57회 대구시립교향악단: 청소년 협주곡의 밤,서양음악(클래식),2024-06-21,2024-06-21,대구콘서트하우스 그랜드홀 (대공연장) ,60.0,FC001193,840,unmatched,,,1,False
PF280843,제334회 부천필하모닉오케스트라 정기연주회 [부천],서양음악(클래식),2026-02-27,2026-02-27,부천아트센터 콘서트홀,70.0,FC003150,840,unmatched,,,1,False
PF241069,청춘연가 [영천],뮤지컬,2024-06-08,2024-06-08,영천시민회관 스타홀,100.0,FC000546,840,matched,청춘연가|뉴스테이지(NEWSTAGE)::뉴스테이지(NEWSTAGE),1.0,2,False
PF217873,친절한 돼지씨 [무안],한국음악(국악),2023-05-11,2023-05-11,무안승달문화예술회관 대공연장,60.0,FC001378,839,unmatched,,,1,False
PF233755,한여름의 메시아,서양음악(클래식),2024-08-08,2024-08-09,세종문화회관 세종체임버홀,120.0,FC000020,838,unmatched,,,1,False
PF221677,패스 [부산],연극,2023-09-06,2023-09-07,(재) 영화의전당 하늘연극장,90.0,FC000175,837,matched,패스|::cast1,2.0,2,False
PF242870,"경남도립극단 음악극, 축제: 경상남도 무릉군 도원면 1994번지 [진주]",연극,2024-07-06,2024-07-07,경상남도문화예술회관 대공연장,90.0,FC001701,837,unmatched,,,1,False
PF242117,제186회 인천시립합창단 정기연주회: 모차르트 레퀴엠 & 펜데레츠키 아뉴스데이,서양음악(클래식),2024-06-27,2024-06-27,아트센터 인천 콘서트홀,100.0,FC001873,836,unmatched,,,1,False
PF249929,"제388회 광주시립교향악단 정기연주회, 행진",서양음악(클래식),2024-11-09,2024-11-09,광주 예술의 전당 대극장,100.0,FC000233,836,unmatched,,,1,False
PF266929,제78회 군산시립교향악단 기획연주회: 납량특집 콘서트,서양음악(클래식),2025-08-21,2025-08-21,군산예술의전당 대공연장,70.0,FC000447,836,unmatched,,,1,False
